company_name,job_title,min_experience,avg_salary
Springer Nature,Senior Business Analyst,6,17.0
Honeywell Technology Solutions,Senior Business Analyst,5,15.9
Thryve Digital,Senior Business Analyst,5,10.0
UBS,Senior Business Analyst,7,22.9
Zomato,Senior Business Analyst,2,15.7
Cybage,Senior Business Analyst,8,18.0
Larsen & Toubro Limited,Senior Business Analyst,4,11.3
Royal Bank of Scotland International,Senior Business Analyst,3,5.7
Indegene,Senior Business Analyst,2,14.0
Accion Labs,Senior Business Analyst,7,17.5
Infor Global Solution,Senior Business Analyst,6,16.8
Cygnet Infotech,Senior Business Analyst,4,8.6
Oracle Financial Services Software,Senior Business Analyst,6,14.2
ThoughtWorks,Senior Business Analyst,5,20.2
Citigroup,Senior Business Analyst,3,15.6
Unacademy,Senior Business Analyst,0,13.0
State Street Corporation,Senior Business Analyst,2,10.7
HCL Infosystems,Senior Business Analyst,3,9.0
Ocwen Financial Solutions,Senior Business Analyst,4,9.9
Vedantu,Senior Business Analyst,2,16.9
Infinite Computer Solutions,Senior Business Analyst,4,9.3
Clover Infotech,Senior Business Analyst,3,9.1
BYJU'S,Senior Business Analyst,0,9.4
Majesco,Senior Business Analyst,5,13.6
R Systems International,Senior Business Analyst,6,14.8
Accenture,Senior Data Analyst,3,9.9
Capgemini,Senior Data Analyst,1,4.7
TCS,Senior Data Analyst,3,6.0
Unilog Content Solutions ( P),Senior Data Analyst,3,3.2
Cognizant,Senior Data Analyst,2,6.2
eClerx,Senior Data Analyst,1,4.3
Concentrix Corporation,Senior Data Analyst,2,4.6
Ernst & Young,Senior Data Analyst,3,9.5
Flipkart,Senior Data Analyst,3,11.8
Wipro,Senior Data Analyst,2,7.1
Tech Mahindra,Senior Data Analyst,2,7.1
HCL Technologies,Senior Data Analyst,2,6.2
Ugam Solution,Senior Data Analyst,2,6.5
Cerner,Senior Data Analyst,2,6.1
Optum,Senior Data Analyst,5,16.2
InnovAccer,Senior Data Analyst,2,15.2
GlobalLogic,Senior Data Analyst,2,3.5
Infosys,Senior Data Analyst,3,9.9
Tiger Analytics,Senior Data Analyst,1,11.3
UnitedHealth,Senior Data Analyst,5,17.2
IBM,Senior Data Analyst,3,11.1
Cyient,Senior Data Analyst,4,3.6
Urjanet Energy Solutions,Senior Data Analyst,2,3.8
Deloitte,Senior Data Analyst,3,10.2
Epsilon,Senior Data Analyst,4,17.4
Morningstar,Senior Data Analyst,2,5.0
BCG,Senior Data Analyst,5,19.7
Dell,Senior Data Analyst,3,11.7
Walmart,Senior Data Analyst,4,29.0
Course5,Senior Data Analyst,3,7.4
IHS Markit,Senior Data Analyst,4,11.1
Bharti Airtel,Senior Data Analyst,3,16.6
L&T Infotech,Senior Data Analyst,3,12.2
Wells Fargo India,Senior Data Analyst,3,13.7
Axa XL,Senior Data Analyst,2,9.9
Zen3 Info Solutions,Senior Data Analyst,3,4.3
Honeywell Technology Solutions,Senior Data Analyst,4,14.6
LiquidHub,Senior Data Analyst,2,3.5
Proziod Analytics,Senior Data Analyst,3,4.9
LatentView Analytics,Senior Data Analyst,2,10.8
The Smart Cube,Senior Data Analyst,1,9.6
Indium Software,Senior Data Analyst,3,14.4
Citicorp,Senior Data Analyst,2,16.1
Harman Connected Services,Senior Data Analyst,4,10.0
Toluna,Senior Data Analyst,3,7.1
FE fundinfo,Senior Data Analyst,2,4.8
McKinsey & Company,Senior Data Analyst,3,20.7
Amazon,Senior Data Analyst,2,8.6
Ford Motor,Senior Data Analyst,2,15.0
Subex,Senior Data Analyst,1,8.0
Mindtree,Senior Data Analyst,2,8.0
S&P Global,Senior Data Analyst,3,8.0
EXL Service,Senior Data Analyst,2,7.6
DXC Technology,Senior Data Analyst,5,14.0
R1 RCM,Senior Data Analyst,3,5.4
KPMG,Senior Data Analyst,1,8.0
Zensar Technologies,Senior Data Analyst,4,6.3
Schneider Electric,Senior Data Analyst,2,9.6
WNS,Senior Data Analyst,2,6.1
Genpact,Senior Data Analyst,3,6.2
NTT DATA,Senior Data Analyst,2,7.2
Ganit Business Solutions,Senior Data Analyst,0,7.4
HSBC,Senior Data Analyst,2,11.9
Synchrony,Senior Data Analyst,2,7.5
Kantar,Senior Data Analyst,2,6.0
Unire Business Solutions,Senior Data Analyst,0,1.9
JP Morgan Chase,Senior Data Analyst,3,12.8
Dynata,Senior Data Analyst,4,8.8
PwC,Senior Data Analyst,3,11.1
Indegene,Senior Data Analyst,2,15.6
Lowe's,Senior Data Analyst,1,17.4
Ameriprise Financial,Senior Data Analyst,3,14.2
Barclays,Senior Data Analyst,3,13.8
Continental Automotive Components,Senior Data Analyst,2,2.9
Johnson & Johnson,Senior Data Analyst,4,12.0
JLL,Senior Data Analyst,3,6.3
Paytm,Senior Data Analyst,3,7.6
Oracle,Senior Data Analyst,3,7.7
HERE Technologies,Senior Data Analyst,4,5.1
CAMP Systems,Senior Data Analyst,4,5.1
Ericsson,Senior Data Analyst,2,8.9
Novartis Healthcare,Senior Data Analyst,2,12.8
E2OPEN,Senior Data Analyst,5,6.1
Bank of America,Senior Data Analyst,5,19.2
Nielsen,Senior Data Analyst,2,5.9
VASTA BIO-INFORMATICS,Senior Data Analyst,1,3.6
VeeTechnologies,Senior Data Analyst,2,3.0
Nailbiter Research,Senior Data Analyst,0,4.7
Hewlett-Packard Enterprise,Senior Data Analyst,3,8.8
S&P Global Market Intelligence,Senior Data Analyst,5,6.9
MakeMyTrip,Senior Data Analyst,4,7.5
Advantmed,Senior Data Analyst,3,7.1
Sutherland Global Services,Senior Data Analyst,2,6.6
Citibank,Senior Data Analyst,2,17.4
Mercer,Senior Data Analyst,1,4.6
American Express,Senior Data Analyst,2,14.7
Shadowfax Technologies,Senior Data Analyst,0,7.7
Resilinc,Senior Data Analyst,4,5.8
Bluemind Solutions,Senior Data Analyst,4,3.1
Denave,Senior Data Analyst,2,6.7
Cross-tab Marketing Services,Senior Data Analyst,0,5.0
Wissend,Senior Data Analyst,0,1.9
Infosys BPM,Senior Data Analyst,2,8.9
Adobe,Senior Data Analyst,5,14.5
BNY Mellon,Senior Data Analyst,3,10.4
Shell,Senior Data Analyst,4,12.4
Target,Senior Data Analyst,2,13.7
Dell EMC,Senior Data Analyst,3,9.4
comScore,Senior Data Analyst,5,19.7
Fedby Information Services,Senior Data Analyst,3,4.6
Experis IT,Senior Data Analyst,5,8.2
Phoenix American Sales Focus Solutions India,Senior Data Analyst,3,5.7
Collabera Technologies,Senior Data Analyst,2,8.7
SG Analytics,Senior Data Analyst,3,7.0
Mobikwik,Senior Data Analyst,3,13.9
Ecolab Digital Center,Senior Data Analyst,6,17.6
Oyo Rooms,Senior Data Analyst,4,11.4
Randstad,Senior Data Analyst,3,6.9
Clarivate Analytics,Senior Data Analyst,1,17.7
Rapido,Senior Data Analyst,2,14.9
Standard Chartered Bank,Senior Data Analyst,2,12.7
Equifax,Senior Data Analyst,3,6.2
Tesco,Senior Data Analyst,1,10.3
QL2 Software,Senior Data Analyst,4,3.4
Vodafone Idea,Senior Data Analyst,3,10.2
IQVIA,Senior Data Analyst,3,12.4
InSync Analytics,Senior Data Analyst,4,3.6
Landis+Gyr,Senior Data Analyst,5,15.0
DecisionTree Analytics & Services,Senior Data Analyst,3,12.8
Yodlee,Senior Data Analyst,4,7.4
Yash Technologies,Senior Data Analyst,7,5.8
Teleperformance,Senior Data Analyst,2,3.0
Wunderman,Senior Data Analyst,2,5.7
Xiaomi,Senior Data Analyst,5,9.5
Sentieo,Senior Data Analyst,2,5.9
Fidelity National Information Services,Senior Data Analyst,4,9.7
Thomson Reuters,Senior Data Analyst,3,10.5
Maersk,Senior Data Analyst,3,7.1
Home Credit Finance,Senior Data Analyst,3,7.6
Standard Chartered Global Business Services,Senior Data Analyst,4,18.5
Mr Cooper,Senior Data Analyst,2,13.0
Hudson's bay Company,Senior Data Analyst,3,15.7
S&P Capital IQ,Senior Data Analyst,3,6.4
Merkle Sokrati,Senior Data Analyst,1,9.1
Games24x7,Senior Data Analyst,5,17.9
Iris Software,Senior Data Analyst,5,14.4
Axis Bank,Senior Data Analyst,0,7.0
Mphasis,Senior Data Analyst,4,10.3
Whitehat jr,Senior Data Analyst,2,12.6
Blinkit,Senior Data Analyst,1,16.7
BUDDI.AI,Senior Data Analyst,3,4.2
Cartesian Consulting,Senior Data Analyst,1,7.5
Fuel Intelligence,Senior Data Analyst,2,4.5
General Mills,Senior Data Analyst,4,12.2
Cisco Systems,Senior Data Analyst,7,15.3
TIAA Global Business Services,Senior Data Analyst,6,15.5
Nailbiter,Senior Data Analyst,1,4.9
Aon,Senior Data Analyst,2,7.0
Aakash Institute,Senior Data Analyst,1,5.3
D2L Pharma Research Solutions,Senior Data Analyst,4,4.3
HARMAN,Senior Data Analyst,5,9.4
Vaco Binary Semantics,Senior Data Analyst,1,5.0
B3Intelligence,Senior Data Analyst,3,6.8
Sapient Corporation,Senior Data Analyst,3,12.1
Legato Health Technologies,Senior Data Analyst,6,14.3
Fidelity National Financial,Senior Data Analyst,2,4.9
Zomato,Senior Data Analyst,0,6.2
Symphony Retail AI,Senior Data Analyst,3,10.5
Myntra,Senior Data Analyst,5,11.9
KPI Partners,Senior Data Analyst,6,13.9
Reliance Retail,Senior Data Analyst,2,6.0
Publicis,Senior Data Analyst,3,14.9
TEKsystems,Senior Data Analyst,4,12.2
Mobile Premier League,Senior Data Analyst,1,25.2
Citigroup,Senior Data Analyst,2,17.0
LearningMate Solutions,Senior Data Analyst,4,9.1
Encore Capital Group,Senior Data Analyst,3,8.5
MResult Services,Senior Data Analyst,5,8.4
XL Catlin,Senior Data Analyst,3,14.9
Williams Lea Tag,Senior Data Analyst,5,6.6
Ninjacart,Senior Data Analyst,2,6.7
Bajaj Finserv,Senior Data Analyst,3,11.4
Collegedunia,Senior Data Analyst,1,4.3
Arthur J. Gallagher & Co,Senior Data Analyst,3,5.5
Athenahealth Technology,Senior Data Analyst,6,6.1
ADP Solutions,Senior Data Analyst,3,10.0
UST,Senior Data Analyst,5,10.4
L&T Infotech,Senior Data Engineer,2,11.0
Quantiphi Analytics Solutions,Senior Data Engineer,2,15.0
IBM,Senior Data Engineer,3,16.9
Maersk,Senior Data Engineer,5,21.1
Optum,Senior Data Engineer,5,16.5
Accenture,Senior Data Engineer,3,14.3
TCS,Senior Data Engineer,5,13.3
Wells Fargo India,Senior Data Engineer,7,21.9
Altimetrik,Senior Data Engineer,4,15.2
Coforge,Senior Data Engineer,4,15.3
Cognizant,Senior Data Engineer,4,15.1
Sapient Corporation,Senior Data Engineer,4,19.4
Fractal Analytics,Senior Data Engineer,4,21.8
Enquero,Senior Data Engineer,2,15.8
Walmart,Senior Data Engineer,6,35.7
Shell,Senior Data Engineer,3,23.3
UnitedHealth,Senior Data Engineer,5,16.1
Wipro,Senior Data Engineer,4,13.1
Larsen & Toubro Limited,Senior Data Engineer,2,10.4
Mindtree,Senior Data Engineer,2,6.7
Capgemini,Senior Data Engineer,3,16.4
Teradata,Senior Data Engineer,5,13.5
Visa,Senior Data Engineer,3,27.3
Ernst & Young,Senior Data Engineer,3,18.5
Concentrix Corporation,Senior Data Engineer,2,5.4
HCL Technologies,Senior Data Engineer,4,18.0
Lowe's,Senior Data Engineer,5,18.9
Indium Software,Senior Data Engineer,3,15.5
Target,Senior Data Engineer,3,22.1
Tech Mahindra,Senior Data Engineer,4,14.3
Deloitte,Senior Data Engineer,4,16.3
Amazon,Senior Data Engineer,6,32.0
DXC Technology,Senior Data Engineer,5,14.7
Tiger Analytics,Senior Data Engineer,5,22.1
GE Healthcare,Senior Data Engineer,5,17.8
Morgan Stanley,Senior Data Engineer,6,28.8
EPAM Systems,Senior Data Engineer,4,23.1
NIIT Technologies,Senior Data Engineer,2,15.0
GE,Senior Data Engineer,4,19.3
JLL,Senior Data Engineer,4,23.5
Nagarro,Senior Data Engineer,3,24.1
NIKE,Senior Data Engineer,5,31.0
Micron Technology,Senior Data Engineer,5,19.8
Nokia,Senior Data Engineer,5,17.5
UST,Senior Data Engineer,4,14.5
Wavicle Data Solutions,Senior Data Engineer,0,11.8
KPI Partners,Senior Data Engineer,4,17.1
Happiest Minds Technologies,Senior Data Engineer,5,16.3
BCG,Senior Data Engineer,4,24.7
Infosys,Senior Data Engineer,2,8.7
JP Morgan Chase,Senior Data Engineer,5,22.3
Philips,Senior Data Engineer,2,17.5
Innova Solutions,Senior Data Engineer,7,27.1
Legato Health Technologies,Senior Data Engineer,4,16.9
DUNNHUMBY IT SERVICES INDIA,Senior Data Engineer,2,13.2
Ecolab Digital Center,Senior Data Engineer,5,17.1
Bosch Global Software Technologies,Senior Data Engineer,2,13.8
Maersk Line,Senior Data Engineer,4,21.5
Commonwealth Bank of Australia,Senior Data Engineer,7,31.7
Cisco Systems,Senior Data Engineer,10,25.9
Tredence,Senior Data Engineer,1,10.7
Oracle,Senior Data Engineer,5,29.2
Lenovo,Senior Data Engineer,4,13.5
Photon Interactive,Senior Data Engineer,4,8.1
Intersoft Data Labs,Senior Data Engineer,3,29.2
Lumiq.ai,Senior Data Engineer,3,14.0
Dell,Senior Data Engineer,2,13.2
SpringML,Senior Data Engineer,2,11.1
Verizon,Senior Data Engineer,4,17.6
Dunnhumby,Senior Data Engineer,2,13.6
Hewlett-Packard Enterprise,Senior Data Engineer,3,24.9
Bajaj Finserv,Senior Data Engineer,1,14.4
Ab Inbev,Senior Data Engineer,8,26.4
Collabera Technologies,Senior Data Engineer,4,15.1
GE Aviation,Senior Data Engineer,8,18.7
News Technology Services,Senior Data Engineer,5,17.4
ZS,Senior Data Engineer,2,18.6
NTT DATA,Senior Data Engineer,2,19.9
Koch Business Solutions,Senior Data Engineer,7,29.5
PwC,Senior Data Engineer,4,17.0
McKinsey & Company,Senior Data Engineer,5,26.6
Indegene,Senior Data Engineer,3,15.7
Johnson & Johnson,Senior Data Engineer,4,16.4
Optum Global Solutions,Senior Data Engineer,7,18.5
DBS Bank,Senior Data Engineer,5,20.4
Bank of America,Senior Data Engineer,4,16.1
American Express,Senior Data Engineer,7,28.6
Nisum Technologies,Senior Data Engineer,3,20.1
Mphasis,Senior Data Engineer,5,13.8
Samsung,Senior Data Engineer,4,15.2
MakeMyTrip,Senior Data Engineer,3,26.4
Saama Technologies,Senior Data Engineer,4,16.5
TO THE NEW,Senior Data Engineer,4,18.9
PayPal,Senior Data Engineer,6,23.7
Harman Connected Services,Senior Data Engineer,5,19.8
ITC Infotech India,Senior Data Engineer,4,16.8
IQVIA,Senior Data Engineer,4,17.3
Luxoft,Senior Data Engineer,5,19.5
Paytm,Senior Data Engineer,4,25.9
Citicorp,Senior Data Engineer,4,23.1
Axa XL,Senior Data Engineer,4,7.7
TEKsystems,Senior Data Engineer,5,16.4
HSBC,Senior Data Engineer,5,16.1
AstraZeneca,Senior Data Engineer,9,14.0
BlazeClan Technologies,Senior Data Engineer,4,10.0
Data Semantics,Senior Data Engineer,7,15.4
Birlasoft,Senior Data Engineer,4,12.0
Xpo Logistics,Senior Data Engineer,6,16.3
Renault Nissan Technology & Business Centre India,Senior Data Engineer,5,8.2
DataWeave,Senior Data Engineer,3,13.5
Eli Lilly and Company,Senior Data Engineer,7,25.4
DataMetica,Senior Data Engineer,4,13.3
InfoStretch,Senior Data Engineer,4,16.8
GE Transportation,Senior Data Engineer,8,22.2
Baker Hughes,Senior Data Engineer,8,21.4
Intuit,Senior Data Engineer,8,39.0
Expedia,Senior Data Engineer,6,34.8
Yash Technologies,Senior Data Engineer,5,14.5
IHS Markit,Senior Data Engineer,6,24.0
Swiss Re,Senior Data Engineer,6,20.2
Dun & Bradstreet,Senior Data Engineer,7,18.0
Siemens Healthineers,Senior Data Engineer,4,20.0
Apar Technologies,Senior Data Engineer,8,24.5
GE Digital,Senior Data Engineer,7,16.9
Riskonnect,Senior Data Engineer,4,8.5
T-Systems,Senior Data Engineer,7,21.2
NCR Corporation,Senior Data Engineer,4,16.0
BA Continuum,Senior Data Engineer,7,19.6
Softcrylic Technology Solutions,Senior Data Engineer,4,18.6
Rakuten,Senior Data Engineer,5,23.2
Honeywell Technology Solutions,Senior Data Engineer,2,22.5
GlobalLogic,Senior Data Engineer,3,17.3
Emirates Airlines,Senior Data Engineer,6,68.3
ValueLabs,Senior Data Engineer,5,19.5
GEP Worldwide,Senior Data Engineer,4,15.5
Ameriprise Financial,Senior Data Engineer,3,11.7
Gartner India Research and Advisory Services,Senior Data Engineer,3,20.0
Information Evolution,Senior Data Engineer,3,3.4
Alliance Data,Senior Data Engineer,4,16.9
Franklin Templeton International Services,Senior Data Engineer,5,18.7
Boeing,Senior Data Engineer,7,22.2
Kloud 9,Senior Data Engineer,7,29.9
Algonomy,Senior Data Engineer,8,15.2
Tavant Technologies,Senior Data Engineer,4,13.7
Cgi Group,Senior Data Engineer,5,12.0
Societe Generale,Senior Data Engineer,7,21.9
Mr Cooper,Senior Data Engineer,4,13.8
ValueMomentum,Senior Data Engineer,4,19.4
Clairvoyant India,Senior Data Engineer,5,16.1
Mercedes-Benz Research & Development India,Senior Data Engineer,3,26.2
Knoema IT Solutions,Senior Data Engineer,4,8.9
Evalueserve,Senior Data Engineer,4,12.5
Uber,Senior Data Engineer,7,66.3
GGK Technologies,Senior Data Engineer,5,11.2
Anju Software,Senior Data Engineer,4,16.9
phData,Senior Data Engineer,4,20.0
ACS Solution,Senior Data Engineer,3,15.2
MassMutual,Senior Data Engineer,6,19.3
ConcertAI,Senior Data Engineer,5,28.2
Onepoint IT Consulting,Senior Data Engineer,4,10.3
Sapient Global Markets,Senior Data Engineer,5,19.9
Marlabs,Senior Data Engineer,2,14.2
Red Hat,Senior Data Engineer,2,18.9
EXL Service,Senior Data Engineer,3,18.7
Advance Auto Parts,Senior Data Engineer,7,25.7
Telstra,Senior Data Engineer,7,27.6
GE Power,Senior Data Engineer,8,15.4
Epsilon,Senior Data Engineer,8,23.8
Cimpress,Senior Data Engineer,4,20.5
Senvion,Senior Data Engineer,4,12.7
USEReady,Senior Data Engineer,4,14.3
Milliman,Senior Data Engineer,5,19.5
Blackhawk Network,Senior Data Engineer,5,21.8
Wabtec,Senior Data Engineer,9,20.0
KrazyBee,Senior Data Engineer,3,10.3
Roche Diagnostics,Senior Data Engineer,5,33.1
Fidelity National Information Services,Senior Data Engineer,6,20.1
XL Health,Senior Data Engineer,4,9.9
ADP Solutions,Senior Data Engineer,4,14.3
Hexaware Technologies,Senior Data Engineer,8,18.4
Citibank,Senior Data Engineer,6,18.2
Akamai Technologies,Senior Data Engineer,5,24.1
Quest Global,Senior Data Engineer,8,20.3
TCS,Machine Learning Engineer,1,5.8
Quantiphi Analytics Solutions,Machine Learning Engineer,1,11.2
Accenture,Machine Learning Engineer,2,9.9
Wipro,Machine Learning Engineer,1,5.9
Tiger Analytics,Machine Learning Engineer,0,13.6
Capgemini,Machine Learning Engineer,2,6.3
Infosys,Machine Learning Engineer,2,6.7
Cognizant,Machine Learning Engineer,1,8.0
HCL Technologies,Machine Learning Engineer,0,8.3
Tech Mahindra,Machine Learning Engineer,1,7.3
IBM,Machine Learning Engineer,3,9.3
Deloitte,Machine Learning Engineer,2,13.7
Amazon,Machine Learning Engineer,1,12.5
Qualcomm,Machine Learning Engineer,0,19.4
OptiSol Business Solutions,Machine Learning Engineer,0,5.6
Mindtree,Machine Learning Engineer,1,5.3
Virtusa Consulting Services,Machine Learning Engineer,0,5.1
Ford Motor,Machine Learning Engineer,2,11.8
Samsung Research,Machine Learning Engineer,1,17.4
DXC Technology,Machine Learning Engineer,2,7.3
UST,Machine Learning Engineer,2,6.7
Reliance jio,Machine Learning Engineer,2,9.2
Straive,Machine Learning Engineer,3,9.3
e-Zest,Machine Learning Engineer,0,4.5
Trantor,Machine Learning Engineer,1,9.4
JP Morgan Chase,Machine Learning Engineer,3,16.9
Freelancer.com,Machine Learning Engineer,0,5.1
Jio Platforms,Machine Learning Engineer,0,10.9
Monsoon CreditTech,Machine Learning Engineer,0,9.6
L&T Technology Services,Machine Learning Engineer,1,5.3
Sysark,Machine Learning Engineer,1,3.7
Lucida Technologies,Machine Learning Engineer,1,3.6
Ignitarium Technology Solutions,Machine Learning Engineer,0,5.8
Oracle,Machine Learning Engineer,1,20.7
Samsung,Machine Learning Engineer,0,16.8
Sri Ayyan Kendra Vidyalaya International School,Machine Learning Engineer,1,6.1
Reflections Info Systems,Machine Learning Engineer,1,3.6
Qualitas Technologies,Machine Learning Engineer,1,4.7
Allstate,Machine Learning Engineer,5,12.1
Barclays,Machine Learning Engineer,3,19.4
Ericsson,Machine Learning Engineer,2,11.9
Confidential,Machine Learning Engineer,1,7.4
Taglr Technologies,Machine Learning Engineer,0,6.3
Takvaviya Analytics,Machine Learning Engineer,1,4.8
AAIC Technologies,Machine Learning Engineer,0,9.1
CIMCON Software,Machine Learning Engineer,2,6.6
Siemens,Machine Learning Engineer,3,11.7
Fractal Analytics,Machine Learning Engineer,4,19.4
Metagogy Learning Systems,Machine Learning Engineer,0,3.7
EEGRAB,Machine Learning Engineer,1,5.1
Digitalmain,Machine Learning Engineer,1,4.4
Danaher,Machine Learning Engineer,6,24.8
Phenom,Machine Learning Engineer,1,12.6
Orange Business Services,Machine Learning Engineer,5,16.1
Calsoft,Machine Learning Engineer,1,10.9
Hewlett-Packard Enterprise,Machine Learning Engineer,2,23.3
Datamatics Global Services,Machine Learning Engineer,1,5.1
Techolution,Machine Learning Engineer,4,10.0
Intel,Machine Learning Engineer,1,14.4
Accenture,Data Architect,8,24.6
TCS,Data Architect,8,19.9
Fiserv,Data Architect,3,11.2
IBM,Data Architect,10,19.6
Cognizant,Data Architect,10,19.6
Wipro,Data Architect,8,20.2
Globant,Data Architect,4,21.2
Capgemini,Data Architect,10,22.6
Tech Mahindra,Data Architect,13,17.3
HCL Technologies,Data Architect,13,23.1
UST,Data Architect,9,26.8
Adobe,Data Architect,9,32.6
Cgi Group,Data Architect,8,23.9
Infosys,Data Architect,13,19.8
JP Morgan Chase,Data Architect,8,35.1
Genpact,Data Architect,7,26.1
Ernst & Young,Data Architect,8,23.5
Deloitte,Data Architect,11,27.6
PepsiCo,Data Architect,10,33.6
Anthology,Data Architect,11,25.5
DXC Technology,Data Architect,14,19.8
Atos,Data Architect,12,22.8
ValueLabs,Data Architect,9,22.5
Barclays,Data Architect,15,30.4
Ericsson,Data Architect,8,17.5
Vodafone Idea,Data Architect,10,25.8
IQVIA,Data Architect,8,28.6
Amdocs,Data Architect,5,12.5
Mindtree,Data Architect,10,20.5
Mphasis,Data Architect,13,20.9
PwC,Data Architect,8,21.6
Happiest Minds Technologies,Data Architect,12,27.6
Shell,Data Architect,14,35.7
Fidelity International,Data Architect,8,50.6
Maveric Systems,Data Architect,9,19.0
Webhelp,Data Architect,5,12.0
Bajaj Finserv,Data Architect,6,33.1
GlobalLogic,Data Architect,10,25.5
L&T Infotech,Data Architect,11,24.8
Ab Inbev,Data Architect,14,29.8
Automatic Data Processing,Data Architect,7,36.5
Brillio,Data Architect,14,28.3
Whishworks It Consulting,Data Architect,13,29.8
ITC Infotech India,Data Architect,12,29.0
IVY Comptech,Data Architect,12,21.8
Collabera Technologies,Data Architect,8,17.0
Coforge,Data Architect,7,27.1
Hitachi,Data Architect,21,40.0
GE Power,Data Architect,7,16.7
T-Systems,Data Architect,16,33.3
